?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/MONDO_0009012>	"Malignant hyperthermia-arthrogryposis-torticollisis an extremely rare arthrogryposis syndrome, described in only two pairs of siblings from two unrelated families to date, and characterized by the association of arthrogryposis, congenital torticollis, dysmorphic facial features (i.e. asymmetry of the face, myopathic facial movements, ptosis, posteriorly rotated ears, cleft palate), progressive scoliosis and episodes of malignant hyperthermia. There have been no further descriptions in the literature since 1988."	"GARD:0003361 Orphanet:2215 MESH:C565679 UMLS:C1857576 OMIM:217150 MEDGEN:347490"
<http://www.ebi.ac.uk/efo/EFO_0600025>	"Quantification of the calcification of vascular smooth muscle cells derived from the aorta."	"PMID:33040646"
<http://www.ebi.ac.uk/efo/EFO_1000716>	"a dermal melanocytic condition affecting the shoulder area. Nevus of Ito often occurs in association with nevus of Ota in the same patient but is much less common, although the true incidence is unknown."	"DOID:3156"
<http://www.orpha.net/ORDO/Orphanet_93562>		"ICD10:E85.0"
<http://www.ebi.ac.uk/efo/EFO_0006886>	"An abnormality of the pancreatic and biliary ducts in which their junction occurs above the duodenal wall."	"NCIt:C121970"
<http://purl.obolibrary.org/obo/MONDO_0004021>	"A lymphoma that arises from the mediastinum. Representative examples include mediastinal (thymic) large B-cell lymphoma and Hodgkin lymphoma."	"UMLS:C1334665 NCIT:C6633 GARD:0023781 DOID:6868 MEDGEN:235311"
<http://www.orpha.net/ORDO/Orphanet_300536>		"OMIM:614507 ICD10:E77.8"
<http://purl.obolibrary.org/obo/BTO_0001033>		
<http://purl.obolibrary.org/obo/PR_000048257>	"A leucine-rich repeat transmembrane neuronal protein 2 (human) that has had the signal peptide removed. UniProtKB:O43300, 34-516."	"Reactome:R-HSA-6797966"
<http://www.ebi.ac.uk/efo/EFO_0006597>	"human melanoma established from the lymph node metastasis (groin) of a 26-year-old man with malignant melanoma (primary tumor histology: SSM level IV) (DSMZ catalog number ACC 237)"	"CLO:0006670 BTO:0005747 RRID:CVCL_2075"
<http://purl.obolibrary.org/obo/MONDO_0002435>	"A neoplasm involving a oculomotor nerve."	"NCIT:C6994 MEDGEN:220391 SCTID:126969002 ICD9:239.7 DOID:2817 UMLS:C1263895"
<http://purl.obolibrary.org/obo/OBA_2080508>	"The amount of a retinol dehydrogenase 12 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/OBA_2058050>	"The amount of a eotaxin (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/CL_0000232>	"A red blood cell. In mammals, mature erythrocytes are biconcave disks containing hemoglobin whose function is to transport oxygen."	"FMA:81100 NCIt:C12521 CALOHA:TS-0290 BTO:0000424 SNOMEDCT:41898006"
<http://purl.obolibrary.org/obo/UBERON_0001228>	"Tip of renal pyramid projecting into a minor calyx."	"BTO:0003925 SCTID:362214007 Wikipedia:Renal_papilla galen:RenalPapilla FMA:15622 EMAPA:35727 UMLS:C0022666 MESH:D007679 NCIT:C33460 MA:0002730"
<http://www.ebi.ac.uk/efo/EFO_1000074>	"A benign soft tissue lesion arising from the adrenal gland. It is composed of mature adipose and hematopoietic/lymphoid tissues."	"UMLS:C0206635 MESH:D018209 EFO:1000074 SCTID:719049003 NCIT:C3736 ICDO:8870/0"
<http://purl.obolibrary.org/obo/MONDO_0013897>	"Any Loeys-Dietz syndrome in which the cause of the disease is a mutation in the TGFB2 gene."	"OMIM:614816 MEDGEN:766676 GARD:0010588 DOID:0070233 UMLS:C3553762"
<http://www.ebi.ac.uk/efo/EFO_0800478>	"Quantification of the amount of arachidonoylcholine in a sample."	"PMID:35347128"
<http://purl.obolibrary.org/obo/OBA_2042510>	"The amount of a N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2057082>	"The amount of a fatty acid-binding protein, intestinal (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/MONDO_0859148>		"OMIM:619323 DOID:0070651 MEDGEN:1784299 UMLS:C5543395"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=18451>	"A protein coding gene MCFD2 in human."	
<http://purl.obolibrary.org/obo/PR_000016948>	"A protein that is a translation product of the human UAP1 gene or a 1:1 ortholog thereof."	
<http://www.ebi.ac.uk/efo/EFO_0803023>	"Quantification of rho-related GTP-binding protein RhoD in a sample."	"uniprot:O00212 PMID:29875488"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=7984>	"A protein coding gene NR5A2 in human."	
<http://purl.obolibrary.org/obo/GO_0098794>	"The part of a synapse that is part of the post-synaptic cell."	
<http://purl.obolibrary.org/obo/PR_000021454>	"A surfactant-associated protein 2 that has had the signal peptide removed."	
<http://purl.obolibrary.org/obo/CHEBI_139374>		"chemspider:88729"
<http://www.ebi.ac.uk/efo/EFO_0030054>	"A proteomic profiling method that uses mass spectrometry to quantify the relative amount of each protein across multiple biological samples without the need for any prior sample labelling. The assay is run separately on each sample and involves digestion of the proteome into peptides, liquid chromatography with mass spectrometry, and then quantification via spectral counting (i.e., the number of matching spectra from MS/MS) or integration of the intensities of each peptide's peaks."	
<http://www.orpha.net/ORDO/Orphanet_93561>		"ICD10:E85.0"
<http://purl.obolibrary.org/obo/OBA_2054671>	"A compound attribute that is the ratio of amount of alpha-enolase (human) in blood to amount of gamma-enolase (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2043003>	"The amount of a protein phosphatase inhibitor 2 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000013677>	"A protein that is a translation product of the human RAD51D gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/MONDO_0001298>	"Mitral valve insufficiency that is present at birth."	"SCTID:29928006 NCIT:C197881 ICD9:746.6 UMLS:C0158619 ICD10CM:Q23.3 MEDGEN:510600 ICD9:396.3 NANDO:2200303 icd11.foundation:403917903"
<http://purl.obolibrary.org/obo/PR_000008688>	"A protein that is a translation product of the human HOXA11 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/PR_Q8TB96>	"A T-cell immunomodulatory protein that is encoded in the genome of human."	"UniProtKB:Q8TB96"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=7627>	"A protein coding gene NAB2 in human."	
<http://purl.obolibrary.org/obo/HP_0010059>	"An increase in width in one or more phalanges of the big toe."	"UMLS:C4021343"
<http://purl.obolibrary.org/obo/MONDO_0032799>		"UMLS:C5193142 DOID:0070446 OMIM:618528 MEDGEN:1684495 GARD:0025749"
<http://purl.obolibrary.org/obo/HP_0030956>	"An anomaly of the electrical conduction physiology of the heart."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=21092>	"A protein coding gene TREML2 in human."	
<http://purl.obolibrary.org/obo/CLO_0014898>	"HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 50 HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 100 HUMAN VARIATION PANEL - AFRICAN AMERICAN PANEL OF 24"	
<http://purl.obolibrary.org/obo/UBERON_0001769>	"The adjustable membrane, composed of the stroma and pigmented epithelium, located just in front of the crystalline lens within the eye."	"MA:0000273 Wikipedia:Iris_(anatomy) BTO:0000653 NCIT:C12737 EFO:0004245 VHOG:0000101 TAO:0001238 GAID:917 XAO:0000185 MESH:D007498 AAO:0010347 EMAPA:19154 FMA:58235 ZFA:0001238 EV:0100345 SCTID:181164000 CALOHA:TS-0491 UMLS:C0022077"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=3327>	"A protein coding gene ELN in human."	
<http://purl.obolibrary.org/obo/OBA_2058221>	"The amount of a anthrax toxin receptor 2 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_Q01085>	"A nucleolysin TIAR that is encoded in the genome of human."	"Reactome:R-HSA-6803499 UniProtKB:Q01085"
<http://purl.obolibrary.org/obo/GSSO_000706>	"The state of being sexually and romantically attracted primarily or exclusively to persons of a gender identity different than one's own."@en	"https://www.wikidata.org/wiki/Q1035954 https://en.wikipedia.org/wiki/Heterosexuality"
<http://purl.obolibrary.org/obo/PR_000006895>	"A protein that is a translation product of the human EDF1 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/OBA_2051261>	"The amount of a BPI fold-containing family B member 2 when measured in blood."	"PMID:37794183"
<http://www.orpha.net/ORDO/Orphanet_140952>	"This syndrome is characterised by the association of toe syndactyly, facial dysmorphism including telecanthus (abnormal distance between the eyes) and a broad nasal tip, urogenital malformations and anal atresia."	"OMIM:300707 ICD10:Q87.8"
<http://purl.obolibrary.org/obo/NCBITaxon_1324865>	"Brassica carinata x Brassica rapa is a synthesised trigenomic allohexaploid (AABBCC genome) that could be produced by crossing Brassica carinata (BBCC, 2n = 34) with Brassica rapa (AA, 2n = 20) and followed genome doubling."	"PMID:22309095"
<http://www.ebi.ac.uk/efo/EFO_1000911>	"Slow or difficult OBSTETRIC LABOR or CHILDBIRTH."	"MESH:D004420 DOID:8494"
<http://purl.obolibrary.org/obo/OBA_2040643>	"The amount of a ADP-ribosylation factor 6 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PR_000009684>	"A protein that is a translation product of the human LAT2 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/OBA_2050158>	"The amount of a epidermal growth factor receptor when measured in anatomical entity."	
<http://purl.obolibrary.org/obo/MONDO_0018043>	"Thomas syndrome is characterized by renal anomalies, cardiac malformations and cleft lip or palate. It has been described in six patients. Transmission was suggested to be autosomal recessive."	"MESH:C536514 MEDGEN:419362 UMLS:C2931225 GARD:0005175 Orphanet:3316 SCTID:716740009"
<http://www.orpha.net/ORDO/Orphanet_93560>		"ICD10:E85.0"
<http://purl.obolibrary.org/obo/PR_000008934>	"A protein that is a translation product of the human IFT20 gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/OBA_2040935>	"The amount of a cyclin-H when measured in blood serum."	
<http://purl.obolibrary.org/obo/MONDO_0015065>	"A well differentiated, low or intermediate grade tumor with neuroendocrine differentiation that arises from the ileum."	"NCIT:C135092 UMLS:C4525628 Orphanet:100078 MEDGEN:1611292 GARD:0019753"
<http://purl.obolibrary.org/obo/OBA_2080320>	"The amount of a HAUS augmin-like complex subunit 1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/PR_000020150>	"A histone H2B type 1-K that has had the initiator methionine removed."	
<http://purl.obolibrary.org/obo/MONDO_0032798>		"MEDGEN:1682428 OMIM:618527 UMLS:C5193147"
<http://purl.obolibrary.org/obo/OBA_2054005>	"A compound attribute that is the ratio of amount of 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 (human) in blood to amount of leukocyte elastase inhibitor (human) in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2052935>	"The amount of a interleukin-8 (human) when measured in blood."	"PMID:38412862"
<http://purl.obolibrary.org/obo/OBA_2040202>	"The amount of a smad4 when measured in blood serum."	
<http://purl.obolibrary.org/obo/HP_0030746>	"Bleeding into the ventricles of the brain."	"UMLS:C0240059 SNOMEDCT_US:23276006"
<http://purl.obolibrary.org/obo/CHEBI_33097>		"MESH:C017572"
<http://purl.obolibrary.org/obo/PR_Q7Z5A9>	"A chemokine-like protein TAFA-1 that is encoded in the genome of human."	"UniProtKB:Q7Z5A9"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=9251>	"A protein coding gene CTSA in human."	
<http://www.ebi.ac.uk/efo/EFO_0000290>	"The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra."	"EMAPA:18321 BTO:0000123 FMA:15900 EHDAA:9328 AAO:0000623 EV:0100098 MAT:0000122 XAO:0000154 NCIt:C12414 MA:0000380 SAEL:115"
<http://purl.obolibrary.org/obo/PR_000019068>	"A ubiquitin-like modifier-activating enzyme ATG7 that has had the initiator methionine removed."	
<http://purl.obolibrary.org/obo/OBA_2057537>	"The amount of a DNA repair nuclease/redox regulator APEX1 (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://www.ebi.ac.uk/efo/EFO_0008942>	"Sonication of cross-linked chromatin, (Sono-Seq) to map locations of high chromatin accessibility"	"PMID:19706456"
<http://purl.obolibrary.org/obo/MONDO_0013585>	"Any hydrolethalus syndrome in which the cause of the disease is a mutation in the KIF7 gene."	"GARD:0015759 UMLS:C3279899 OMIM:614120 MEDGEN:481529 DOID:0111356"
<http://www.orpha.net/ORDO/Orphanet_96069>		
<http://purl.obolibrary.org/obo/PR_Q9UI30>	"A multifunctional methyltransferase subunit TRM112-like protein that is encoded in the genome of human."	"Reactome:R-HSA-6790984 UniProtKB:Q9UI30 Reactome:R-HSA-6786545"
<http://purl.obolibrary.org/obo/MONDO_0014637>		"GARD:0012653 DOID:0111951 UMLS:C4225328 OMIM:616433 Orphanet:447737 MEDGEN:901370"
<http://purl.obolibrary.org/obo/MONDO_0005468>	"Blood pressure that is abnormally low."	"MEDGEN:5715 EFO:0005251 ICD9:458.9 HP:0002615 SCTID:45007003 ICD9:458.8 ICD10CM:I95 icd11.foundation:1663360295 UMLS:C0020649 ICD9:458 MESH:D007022"
<http://purl.obolibrary.org/obo/OBA_2057038>	"The amount of a S-formylglutathione hydrolase (human) when measured in cerebrospinal fluid."	"PMID:39528825"
<http://purl.obolibrary.org/obo/HP_0003250>	"Aplasia of the vagina."	"SNOMEDCT_US:248871003 UMLS:C1321884 SNOMEDCT_US:87380008 UMLS:C0220763 UMLS:C1841990"
<http://www.orpha.net/ORDO/Orphanet_98464>		"OMIM:301024 OMIM:300968 OMIM:300967 OMIM:300659 OMIM:301032 OMIM:300986 OMIM:300966 OMIM:300987 OMIM:300998 OMIM:300260"
<http://purl.obolibrary.org/obo/PR_000013252>	"A protein that is a translation product of the human PRMT1 gene or a 1:1 ortholog thereof."	"IUPHARobj:1252"
<http://purl.obolibrary.org/obo/OBA_2041600>	"The amount of a protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2051238>	"The amount of a sodium/potassium-transporting ATPase subunit beta-1 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/MONDO_0007850>	"Autosomal dominant form of KID syndrome."	"OMIM:148210 UMLS:C0265336 DOID:0060871 MEDGEN:120536 GARD:0024581"
<http://purl.obolibrary.org/obo/MONDO_0006405>	"An infrequent small cell carcinoma that arises from the salivary glands and is characterized by the presence of a high number of mitotic figures."	"GARD:0024400 EFO:1000519 UMLS:C1335982 NCIT:C35703 MEDGEN:234786"
<http://purl.obolibrary.org/obo/OBA_2040733>	"The amount of a V-type proton ATPase subunit C 1 when measured in blood serum."	
<http://purl.obolibrary.org/obo/OBA_2053267>	"A compound attribute that is the ratio of amount of docking protein 2 (human) in blood to amount of linker for activation of T-cells family member 2 (human) in blood."	"PMID:38412862"
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=6067>	"A protein coding gene INHBB in human."	
<http://purl.obolibrary.org/obo/PR_P10515>	"A dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial that is encoded in the genome of human."	"UniProtKB:P10515"
<http://purl.obolibrary.org/obo/PR_000003063>	"A protein that is a translation product of the human SYK or ZAP70 genes, 1:1 orthologs thereof, or a semi-ortholog thereof."	"PIRSF:PIRSF000604"
<http://purl.obolibrary.org/obo/OBA_2051770>	"The amount of a metalloreductase STEAP4 when measured in blood."	"PMID:37794183"
<http://purl.obolibrary.org/obo/OBA_2041664>	"The amount of a polypeptide N-acetylgalactosaminyltransferase 2 when measured in blood serum."	
<http://www.ebi.ac.uk/efo/EFO_0001337>	"A mouse strain developed by selection for diabetes (high fasting blood glucose) from F6 of the CTS strain"	"JAX:004460"
<http://purl.obolibrary.org/obo/OBA_2041646>	"The amount of a GRB2-associated-binding protein 1 when measured in blood serum."	
<http://purl.obolibrary.org/obo/PO_0007632>	"Stage during which the seed storage products (storage proteins, lipids and starch) are being accumulated, either in the cotyledons or in the endosperm. Also, LEA proteins are accumulated and subsequently, a desiccation tolerant state is reached at the end of this stage."	
<http://www.genenames.org/cgi-bin/gene_symbol_report?hgnc_id=6972>	"A protein coding gene MDK in human."	
<http://www.ebi.ac.uk/efo/EFO_0022620>	"Human Cystic fibrotic bronchial epithelial cell line"	"RRID:CVCL_HL93"
