?child	?label	?parents	?parentlabels
<http://purl.obolibrary.org/obo/OBA_2040533>	"level of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040056>	"trait in response to duloxetine"	"http://purl.obolibrary.org/obo/GO_0050896"	"response to stimulus"
<http://purl.obolibrary.org/obo/OBA_2053974>	"DIABLO/PRKAR1A protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2050333>	"trait in response to oxaliplatin"	"http://purl.obolibrary.org/obo/OBA_2040037"	"trait in response to platinum"
<http://purl.obolibrary.org/obo/OBA_2044201>	"level of zinc finger protein 334 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044670>	"level of BTB/POZ domain-containing protein KCTD1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051074>	"level of meprin A subunit beta in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045194>	"level of Sterol ester (27:1/18:2) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053627>	"DLK1/RGMB protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043340>	"level of CCR4-NOT transcription complex subunit 9 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042940>	"level of plexin-D1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042576>	"level of neuroguidin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041059>	"level of clathrin light chain A in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050565"	"level of clathrin light chain A in blood"
<http://purl.obolibrary.org/obo/OBA_2050536>	"level of biogenesis of lysosome-related organelles complex 1 subunit 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051367>	"level of protein deltex-2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053390>	"CD84/TREML2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2045199>	"level of Sterol ester (27:1/20:3) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051033>	"level of chemokine-like protein TAFA-5 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043825>	"level of thyrotroph embryonic factor in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050953"	"level of thyrotroph embryonic factor in blood"
<http://purl.obolibrary.org/obo/OBA_2051850>	"level of zinc finger protein 830 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054749>	"EREG/MPI protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051010>	"level of antiviral innate immune response receptor RIG-I in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041829>	"level of GDH/6PGL endoplasmic bifunctional protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054401>	"CDH5/NOTCH1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042266>	"level of melanoma-associated antigen 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053854>	"CPA1/CPB1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043190>	"level of Ran-specific GTPase-activating protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050866"	"level of Ran-specific GTPase-activating protein in blood"
<http://purl.obolibrary.org/obo/OBA_2040459>	"level of putative protein-lysine deacylase ABHD14B in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051193"	"level of putative protein-lysine deacylase ABHD14B in blood"
<http://purl.obolibrary.org/obo/OBA_2044321>	"level of BTB/POZ domain-containing protein KCTD7 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050702>	"level of insulin-like growth factor-binding protein-like 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053118>	"GZMA/ITGB7 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051919>	"level of WASH complex subunit 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040296>	"level of tumor necrosis factor receptor superfamily member 16 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053825>	"MANF/STIP1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041395>	"level of dynein light chain Tctex-type 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052705>	"amount of serpin B6 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051082"	"level of serpin B6 in blood"
<http://purl.obolibrary.org/obo/OBA_2042355>	"level of MAX gene-associated protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042022>	"level of inositol monophosphatase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042567>	"level of neurogenin-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052086>	"amount of dipeptidyl peptidase 4 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043431>	"level of semaphorin-4B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043459>	"level of serpin B13 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043964>	"level of twisted gastrulation protein homolog 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053308>	"BSG/LY9 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040467>	"level of isobutyryl-CoA dehydrogenase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050916>	"level of sorting nexin-5 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055681>	"EIF4G1/NFATC1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042187>	"level of leukocyte cell-derived chemotaxin-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042914>	"level of group IID secretory phospholipase A2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053245>	"BCR/NFATC1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052464>	"amount of carbonic anhydrase 4 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054403>	"CDH5/PEAR1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043295>	"level of RING finger protein 24 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044152>	"level of DNA repair protein XRCC1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044806>	"level of protein Hikeshi in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054599>	"CPXM1/LGMN protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055548>	"CEP85/MZT1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054553>	"MPO/RNASE3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052740>	"amount of tumor necrosis factor receptor superfamily member 21 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050257"	"tumor necrosis factor receptor superfamily member 21 amount"
<http://purl.obolibrary.org/obo/OBA_2051892>	"level of protein unc-79 homolog in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052902>	"amount of neural cell adhesion molecule 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040226>	"level of integrin alpha-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050424"	"level of integrin alpha-2 in blood"
<http://purl.obolibrary.org/obo/OBA_2040907>	"level of Cas scaffolding protein family member 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042932>	"level of plastin-3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051677>	"level of RNA-binding protein with multiple splicing in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055561>	"CHAC2/TPMT protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053739>	"ADGRE2/B4GALT1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040392>	"level of cytokine SCM-1 beta in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053593>	"DNAJB1/METAP2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_VT0003179>	"platelet quantity"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051131>	"level of CD3 delta in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043869>	"level of transmembrane emp24 domain-containing protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050245>	"importin subunit alpha-1 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041755>	"level of glycine N-methyltransferase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051070>	"level of aminopeptidase N in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053381>	"CD84/DAG1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2051234>	"level of argininosuccinate synthase in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053634>	"DNAJA2/EIF4G1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052152>	"amount of apoptosis regulator BAX (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051174"	"level of apoptosis regulator BAX in blood"
<http://purl.obolibrary.org/obo/OBA_2042615>	"level of nuclear protein localization protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050620>	"level of band 4.1-like protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040521>	"level of adenosine kinase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054289>	"AKT1S1/PRTFDC1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054292>	"ALCAM/CNTN1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_VT0015043>	"milk amount"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2042186>	"level of chondromodulin-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051610>	"level of protocadherin beta-15 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043602>	"level of transcription factor SOX-2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050918"	"level of transcription factor SOX-2 in blood"
<http://purl.obolibrary.org/obo/OBA_2052373>	"amount of cytotoxic and regulatory T-cell molecule (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050032>	"postcentral gyrus volume"	"http://purl.obolibrary.org/obo/OBA_2045237"	"dentate gyrus volume"
<http://purl.obolibrary.org/obo/OBA_2043942>	"level of potential tRNA (adenine-N(1)-)-methyltransferase catalytic subunit TRMT61B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053857>	"CPA1/PLA2G1B protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2045147>	"level of Phosphatidylethanolamine (O-18:1_18:2) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043678>	"level of alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045022>	"level of transferrin receptor protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053744>	"ADGRE5/GAS6 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040987>	"level of centrosomal protein of 76 kDa in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054253>	"CELA3A/CPA1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044895>	"level of lymphocyte antigen 75 isoform 4 and LY75-CD302 fusion isoforms V34-2/V33-2 (human) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051958"	"level of lymphocyte antigen 75 isoform 4 and LY75-CD302 fusion isoforms V34-2/V33-2 (human) in blood"
<http://purl.obolibrary.org/obo/OBA_2051954>	"level of SREBP regulating gene protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042571>	"level of nuclear factor erythroid 2-related factor 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040159>	"age of onset of hypertensive disorder"	"http://purl.obolibrary.org/obo/OBA_2020000"	"age of onset of disease"
<http://purl.obolibrary.org/obo/OBA_2052527>	"amount of growth-regulated alpha protein (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041125>	"level of oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050576"	"level of oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial in blood"
<http://purl.obolibrary.org/obo/OBA_2043041>	"level of phosphoribosyl pyrophosphate synthase-associated protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043367>	"level of protein S100-A2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052134>	"amount of protein phosphatase methylesterase 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050836"	"level of protein phosphatase methylesterase 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2043692>	"level of START domain-containing protein 10 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041537>	"level of fatty-acid amide hydrolase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053557>	"BACH1/FOXO1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042362>	"level of alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051856>	"level of probable ATP-dependent RNA helicase DDX53 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054564>	"MITD1/SNX9 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042552>	"level of enhancer of filamentation 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050775"	"level of enhancer of filamentation 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2054889>	"CLPP/SCAMP3 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054751>	"EREG/SIAE protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044874>	"level of centriolar satellite-associated tubulin polyglutamylase complex regulator 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045090>	"level of Phosphatidylcholine (18:0_18:2) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051501>	"level of lipocalin-15 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055070>	"DAPP1/MPIG6B protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043457>	"level of serpin A9 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045085>	"level of Phosphatidylcholine (17:0_18:1) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2045031"	"level of phosphatidylcholine in blood serum"
<http://purl.obolibrary.org/obo/OBA_2051682>	"level of RalBP1-associated Eps domain-containing protein 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052885>	"amount of RNA-binding protein FUS (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051420"	"level of RNA-binding protein FUS in blood"
<http://purl.obolibrary.org/obo/OBA_2052160>	"amount of delta-like protein 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042790>	"level of protocadherin beta-10 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054986>	"CLEC1B/DKK1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044722>	"level of coiled-coil domain-containing protein 167 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054918>	"LEPR/NTRK2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054255>	"CELA3A/CTRB1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054189>	"CD300LG/CD93 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2041330>	"level of DnaJ homolog subfamily C member 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055062>	"DAPP1/GRAP2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055479>	"ITGB1/ITGB2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2053410>	"CDH17/DSG2 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2055325>	"F11R/SUSD1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052204>	"amount of myoglobin (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045028>	"level of lymphotactin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043452>	"level of selenoprotein W in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051356>	"level of dystrophin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053064>	"HNRNPK/USP8 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2044631>	"level of phospholipase B-like 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2053054>	"TMSB10/TXNRD1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2054512>	"CRTAM/TNFRSF9 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2040166>	"age of onset of depressive disorder"	"http://purl.obolibrary.org/obo/OBA_2020000"	"age of onset of disease"
<http://purl.obolibrary.org/obo/OBA_2042646>	"level of non-structural maintenance of chromosomes element 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_1000027>	"thyroid gland volume"	"http://www.ebi.ac.uk/efo/EFO_0001444"	"measurement"
<http://purl.obolibrary.org/obo/OBA_2055332>	"F2R/SERPINE1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2043712>	"level of syntaxin-1B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044555>	"level of acyl-coenzyme A thioesterase MBLAC2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050264>	"tumor necrosis factor receptor superfamily member 18 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055657>	"SNAP23/SNAP29 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2042274>	"level of mucosa-associated lymphoid tissue lymphoma translocation protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052555>	"amount of neuronal cell adhesion molecule (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050285"	"neuronal cell adhesion molecule amount"
<http://purl.obolibrary.org/obo/OBA_2041147>	"level of cytokine receptor-like factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052718>	"amount of thrombomodulin (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042783>	"level of protocadherin-8 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2054064>	"DCTN1/TRIAP1 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052508>	"amount of C-type lectin domain family 1 member A (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051926"	"level of C-type lectin domain family 1 member A in blood"
<http://purl.obolibrary.org/obo/OBA_2041915>	"level of homeodomain-only protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042459>	"level of mucin-16 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051111"	"level of mucin-16 in blood"
<http://purl.obolibrary.org/obo/OBA_2053142>	"RHOC/TBCC protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
<http://purl.obolibrary.org/obo/OBA_2052275>	"amount of dynactin subunit 6 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051346"	"level of dynactin subunit 6 in blood"
<http://purl.obolibrary.org/obo/OBA_2045169>	"level of Diacylglycerol (16:1_18:1) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042889>	"level of phosphatidylinositol 3-kinase catalytic subunit type 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2055465>	"ITGAV/ITGB7 protein level ratio in blood"	"http://www.ebi.ac.uk/efo/EFO_0004747"	"protein measurement"
