?child	?label	?parents	?parentlabels
<http://purl.obolibrary.org/obo/OBA_2050137>	"fibroblast growth factor 21 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040258>	"level of B-cell antigen receptor complex-associated protein beta chain in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052480>	"amount of lysosome-associated membrane glycoprotein 3 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044573>	"level of TBC1 domain family member 28 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042837>	"level of p53 and DNA damage-regulated protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051460>	"level of guanylyl cyclase C in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042232>	"level of LRP2-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050733"	"level of LRP2-binding protein in blood"
<http://purl.obolibrary.org/obo/OBA_2052642>	"amount of integrin alpha-M (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050425"	"level of integrin alpha-M in blood"
<http://purl.obolibrary.org/obo/OBA_2042210>	"level of protein ERGIC-53 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051002>	"level of alanyl-tRNA editing protein Aarsd1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052311>	"amount of corneodesmosin (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050710>	"level of integrin beta-6 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043084>	"level of phosphoserine phosphatase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042421>	"level of 39S ribosomal protein L1, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040478>	"level of ATP-citrate synthase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042942>	"level of polyamine-modulated factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043895>	"level of tensin-4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052629>	"amount of kit ligand (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050260"	"kit ligand amount"
<http://purl.obolibrary.org/obo/OBA_2050948>	"level of T-cell leukemia/lymphoma protein 1A in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051627>	"level of serine/threonine-protein kinase N3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042527>	"level of cytoplasmic protein NCK2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042830>	"level of protein disulfide-isomerase A6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040329>	"level of C-type lectin domain family 6 member A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044530>	"level of E3 ubiquitin-protein ligase TRIM62 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044169>	"level of transcription factor YY2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044093>	"level of variable charge X-linked protein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051603>	"level of palladin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042669>	"level of bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051590"	"level of bis(5'-nucleosyl)-tetraphosphatase [asymmetrical] in blood"
<http://purl.obolibrary.org/obo/OBA_2052881>	"amount of microfibrillar-associated protein 5 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052250>	"amount of dynactin subunit 1 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051345"	"level of dynactin subunit 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2042546>	"level of NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042110>	"level of kin of IRRE-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043844>	"level of thyroid hormone receptor beta in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042329>	"level of mediator of RNA polymerase II transcription subunit 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042663>	"level of diphosphoinositol polyphosphate phosphohydrolase 3-alpha in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050792"	"level of diphosphoinositol polyphosphate phosphohydrolase 3-alpha in blood"
<http://purl.obolibrary.org/obo/OBA_2050386>	"level of tetradecanedioate(2-) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043078>	"level of 26S proteasome non-ATPase regulatory subunit 9 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050854"	"level of 26S proteasome non-ATPase regulatory subunit 9 in blood"
<http://purl.obolibrary.org/obo/OBA_2041393>	"level of cytoplasmic dynein 1 light intermediate chain 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051175>	"level of lymphotoxin-beta in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044354>	"level of RWD domain-containing protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042127>	"level of kallikrein-15 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041261>	"level of deformed epidermal autoregulatory factor 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052678>	"amount of eukaryotic translation initiation factor 4B (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050401>	"level of N-acetylglucosamine in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044532>	"level of aldehyde dehydrogenase family 3 member B1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044348>	"level of PWWP domain-containing protein 2B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044089>	"level of vinculin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043881>	"level of transmembrane protease serine 11A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050652>	"level of GTP cyclohydrolase 1 feedback regulatory protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052337>	"amount of iduronate 2-sulfatase (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041900>	"level of hepatocyte nuclear factor 1-alpha in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043949>	"level of translin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043637>	"level of serine protease inhibitor Kazal-type 9 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051130>	"level of integrin alpha-X in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043195>	"level of Ras-related protein Rap-2a in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051225>	"level of DCC-interacting protein 13-beta in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043212>	"level of retinol-binding protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043042>	"level of phosphoribosyl pyrophosphate synthase-associated protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052541>	"amount of neurogenic locus notch homolog protein 3 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042472>	"level of myb proto-oncogene protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045060>	"level of 1-O-(1Z-eicosenyl)-sn-glycero-3-phospho-1D-myo-inositol in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043240>	"level of RalBP1-associated Eps domain-containing protein 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050872"	"level of RalBP1-associated Eps domain-containing protein 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2044474>	"level of LysM and putative peptidoglycan-binding domain-containing protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051154>	"level of CD7 molecule in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041279>	"level of beta-defensin 125 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050436>	"level of complement receptor type 1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040808>	"level of biliverdin reductase A in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041926>	"level of sarcoplasmic reticulum histidine-rich calcium-binding protein in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050693"	"level of sarcoplasmic reticulum histidine-rich calcium-binding protein in blood"
<http://purl.obolibrary.org/obo/OBA_2042085>	"level of kelch-like protein 41 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050714"	"level of kelch-like protein 41 in blood"
<http://purl.obolibrary.org/obo/OBA_2040197>	"level of retinoblastoma-like protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042057>	"level of inter-alpha-trypsin inhibitor heavy chain H2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050555>	"level of carcinoembryonic antigen-related cell adhesion molecule 20 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042651>	"level of 7-methylguanosine phosphate-specific 5'-nucleotidase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052470>	"amount of soluble calcium-activated nucleotidase 1 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041919>	"level of haptoglobin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043033>	"level of protein arginine N-methyltransferase 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044705>	"level of transmembrane protein 132B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051896>	"level of N-fatty-acyl-amino acid synthase/hydrolase PM20D1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052938>	"amount of tryptophan--tRNA ligase, cytoplasmic (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2050989"	"level of tryptophan--tRNA ligase, cytoplasmic in blood"
<http://purl.obolibrary.org/obo/OBA_2044873>	"level of uncharacterized protein C1orf198 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044603>	"level of protein FAM151B in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042137>	"level of keratin, type II cytoskeletal 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050722"	"level of keratin, type II cytoskeletal 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2043316>	"level of ribulose-phosphate 3-epimerase in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041863>	"level of transcription cofactor HES-6 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052085>	"amount of docking protein 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051762>	"level of small proline-rich protein 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041432>	"level of EH domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044787>	"level of ALK and LTK ligand 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051992>	"amount of TBC1 domain family member 23 (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051866"	"level of TBC1 domain family member 23 in blood"
<http://purl.obolibrary.org/obo/OBA_2041416>	"level of early endosome antigen 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044766>	"level of zona pellucida-like domain-containing protein 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050782>	"level of nucleolar protein 16 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041735>	"level of glutaredoxin-related protein 5 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050664"	"level of glutaredoxin-related protein 5 in blood"
<http://purl.obolibrary.org/obo/OBA_2051060>	"level of quinone oxidoreductase PIG3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044214>	"level of zinc finger protein 75D in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042626>	"level of NAD(P)H dehydrogenase [quinone] 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052741>	"amount of von Willebrand factor (human) in blood"	"http://purl.obolibrary.org/obo/OBA_1000199 http://purl.obolibrary.org/obo/PATO_0000070"	"von Willebrand factor quality amount"
<http://purl.obolibrary.org/obo/OBA_2040347>	"level of leukosialin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051376>	"level of epidermal growth factor-like protein 7 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052153>	"amount of DnaJ homolog subfamily A member 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051451>	"level of glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051512>	"level of latent-transforming growth factor beta-binding protein 3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044259>	"level of coiled-coil domain-containing protein 90B, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042112>	"level of metastasis-suppressor KiSS-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051390>	"level of ERC protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041403>	"level of transcription factor E2F5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041767>	"level of aspartate aminotransferase, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052822>	"amount of interleukin-1 receptor-like 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043353>	"level of reticulon-4-interacting protein 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050880"	"level of reticulon-4-interacting protein 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2042342>	"level of mesoderm development candidate 2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051528"	"level of mesoderm development candidate 2 in blood"
<http://purl.obolibrary.org/obo/OBA_2040220>	"level of potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051022>	"level of E3 ubiquitin ligase TRIM40 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050088>	"blood mercury amount"	"http://purl.obolibrary.org/obo/OBA_2050091"	"blood toxic metal amount"
<http://purl.obolibrary.org/obo/OBA_2050613>	"level of pikachurin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051313>	"level of CAP-Gly domain-containing linker protein 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044134>	"level of WAP four-disulfide core domain protein 5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045148>	"level of Phosphatidylethanolamine (O-18:1_20:4) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040928>	"level of thyroid transcription factor 1-associated protein 26 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043953>	"level of testis-specific serine/threonine-protein kinase 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051440>	"level of GTPase IMAP family member 8 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051363>	"level of decapping and exoribonuclease protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044076>	"level of vesicle-associated membrane protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042079>	"level of junction plakoglobin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042233>	"level of low-density lipoprotein receptor-related protein 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043065>	"level of proteasome subunit alpha type-5 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052900>	"amount of alpha-L-iduronidase (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052439>	"amount of ectonucleotide pyrophosphatase/phosphodiesterase family member 2 (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050121>	"fibroblast growth factor 20 amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042175>	"level of lipocalin-like 1 protein in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043831>	"level of dimethyladenosine transferase 1, mitochondrial in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040869>	"level of voltage-dependent L-type calcium channel subunit beta-3 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050541"	"level of voltage-dependent L-type calcium channel subunit beta-3 in blood"
<http://purl.obolibrary.org/obo/OBA_2040901>	"level of cysteine--tRNA ligase, cytoplasmic in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041522>	"level of envoplakin in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042172>	"level of lipocalin-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2052408>	"amount of cathepsin D (human) in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042507>	"level of nucleosome assembly protein 1-like 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041725>	"level of gastrokine-2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2045155>	"level of Phosphatidylinositol (18:0_18:1) in blood serum"	"http://purl.obolibrary.org/obo/OBA_2045033"	"level of phosphatidylinositol in blood serum"
<http://purl.obolibrary.org/obo/OBA_2045144>	"level of Phosphatidylethanolamine (O-16:1_18:2) in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040728>	"level of sarcoplasmic/endoplasmic reticulum calcium ATPase 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043104>	"level of tyrosine-protein phosphatase non-receptor type 9 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042014>	"level of interleukin-27 receptor subunit alpha in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051500>	"level of Delta(14)-sterol reductase LBR in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051092>	"level of procathepsin L in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043598>	"level of sorbitol dehydrogenase in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050917"	"level of sorbitol dehydrogenase in blood"
<http://purl.obolibrary.org/obo/OBA_2050730>	"level of leukocyte immunoglobulin-like receptor subfamily A member 2 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051499>	"level of serine/threonine-protein kinase LATS1 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042350>	"level of microfibril-associated glycoprotein 3 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044262>	"level of coiled-coil domain-containing protein 43 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051750>	"level of sarcolemmal membrane-associated protein in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051361>	"level of dynamin-3 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043294>	"level of RING finger protein 150 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050291>	"lymphotoxin-alpha amount"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2044146>	"level of NEDD4-like E3 ubiquitin-protein ligase WWP2 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2050991"	"level of NEDD4-like E3 ubiquitin-protein ligase WWP2 in blood"
<http://purl.obolibrary.org/obo/OBA_2052323>	"amount of aminopeptidase N (human) in blood"	"http://purl.obolibrary.org/obo/OBA_2051070"	"level of aminopeptidase N in blood"
<http://purl.obolibrary.org/obo/OBA_2042928>	"level of pleckstrin homology domain-containing family A member 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2042588>	"level of neuroligin-1 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051203>	"level of alpha-adducin in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041174>	"level of chondroitin sulfate proteoglycan 4 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2040666>	"level of ADP-ribosylation factor-like protein 2 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2043296>	"level of E3 ubiquitin-protein ligase RNF25 in blood serum"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2041938>	"level of 11-beta-hydroxysteroid dehydrogenase 1 in blood serum"	"http://purl.obolibrary.org/obo/OBA_2051471"	"level of 11-beta-hydroxysteroid dehydrogenase 1 in blood"
<http://purl.obolibrary.org/obo/OBA_2051587>	"level of neuropeptide Y in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2050577>	"level of death domain-containing protein CRADD in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
<http://purl.obolibrary.org/obo/OBA_2051699>	"level of small ribosomal subunit protein eS10 in blood"	"http://purl.obolibrary.org/obo/PATO_0000070"	"amount"
